ID,longitude,latitude,KIND,DENSITY
254,121.4449616,30.79708352,0,0.000032008
255,121.4554067,30.79696663,0,0.000032008
256,121.4658518,30.79684892,0,0.000032008
257,121.4762968,30.79673036,0,0.000032008
258,121.483695,30.79654403,0,0
259,121.1221923,30.80907494,0,3.36801E-05
260,121.1316869,30.80921644,0,3.37648E-05
261,121.1421346,30.80912478,0,3.16407E-05
262,121.1525823,30.80903227,0,2.95148E-05
263,121.16303,30.80893893,0,4.82293E-05
264,121.1734776,30.80884474,0,4.81004E-05
265,121.1839251,30.80874971,0,0.000049628
266,121.1943726,30.80865384,0,0.000049628
267,121.2048201,30.80855712,3,0.000049628
268,121.2152675,30.80845957,0,3.57077E-05
269,121.2257148,30.80836117,0,3.16563E-05
270,121.2361621,30.80826193,0,3.94371E-05
271,121.2466094,30.80816185,3,3.69805E-05
272,121.2570566,30.80806092,0,0.00003685
273,121.2675037,30.80795916,3,0.00003685
274,121.2779508,30.80785655,3,0.00003685
275,121.2883978,30.8077531,1,0.00003685
276,121.2988448,30.80764881,0,0.00003685
277,121.3092917,30.80754368,0,4.21569E-05
278,121.3197386,30.8074377,0,0.000061187
279,121.3301854,30.80733089,0,7.97663E-05
280,121.3406321,30.80722323,1,7.97663E-05
281,121.3510788,30.80711473,2,7.97041E-05
282,121.3615255,30.80700539,2,5.37706E-05
283,121.3719721,30.80689521,0,0.000037026
284,121.3824186,30.80678418,0,0.000037026
285,121.3928651,30.80667232,0,0.000037026
286,121.4033115,30.80655961,0,0.000037026
287,121.4137578,30.80644606,0,0.000037026
288,121.4242041,30.80633167,2,0.000037026
289,121.4346504,30.80621647,0,3.38421E-05
290,121.4450965,30.80610036,0,0.000032008
291,121.4555426,30.80598345,0,0.000032008
292,121.4659887,30.80586569,0,0.000032008
293,121.4764347,30.80574709,0,3.81733E-05
294,121.4856881,30.80709619,0,0
295,121.493328,30.80939522,0,0
296,121.1237499,30.81777963,0,3.18893E-05
297,121.1317926,30.81823439,0,2.72054E-05
298,121.1422413,30.8181427,0,2.72054E-05
299,121.15269,30.81805016,0,2.72054E-05
300,121.1631386,30.81795678,0,2.79594E-05
301,121.1735872,30.81786256,0,3.14446E-05
302,121.1840357,30.81776749,0,4.67746E-05
303,121.1944842,30.81767159,0,4.46412E-05
304,121.2049326,30.81757484,0,4.25065E-05
305,121.215381,30.81747725,0,2.72054E-05
306,121.2258293,30.81737882,0,2.72054E-05
307,121.2362776,30.81727954,0,3.21398E-05
308,121.2467258,30.81717942,0,0.00003685
309,121.257174,30.81707846,0,0.00003685
310,121.2676221,30.81697666,0,0.00003685
311,121.2780702,30.81687402,0,0.00003685
312,121.2885182,30.81677053,3,0.00003685
313,121.2989661,30.8166662,0,0.00003685
314,121.309414,30.81656103,0,0.00003685
315,121.3198619,30.81645502,0,0.000042778
316,121.3303097,30.81634817,2,0.000053472
317,121.3407574,30.81624047,0,5.02028E-05
318,121.3512051,30.81613194,2,4.06784E-05
319,121.3616527,30.81602256,3,0.000037026
320,121.3721002,30.81591233,0,0.000037026
321,121.3825477,30.81580127,2,0.000037026
322,121.3929952,30.81568936,0,0.000037026
323,121.4034426,30.81557662,0,0.000037026
324,121.4138899,30.81546305,0,0.000037026
325,121.4243372,30.8153486,0,3.40705E-05
326,121.4347844,30.81523333,0,3.23753E-05
327,121.4452315,30.81511721,2,0.000032008
328,121.4556786,30.81500025,3,0.000032008
329,121.4661256,30.81488245,2,0.000032008
330,121.4765726,30.81476381,0,3.76939E-05
331,121.4870195,30.81464433,3,3.81733E-05
332,121.4971151,30.81493178,0,3.81733E-05
333,121.507672,30.81625994,0,0
334,121.5172764,30.81737564,2,0
335,121.5246364,30.81828418,0,0
336,120.9866068,30.82953454,2,3.68704E-05
337,120.9957869,30.83094449,0,0
338,121.0055675,30.83133306,0,0
339,121.0177964,30.8317937,0,0
340,121.0281776,30.83043578,0,3.72212E-05
341,121.0348197,30.83051243,0,0
342,121.1256517,30.82632266,0,0
343,121.1318984,30.82725233,0,2.72054E-05
344,121.1423481,30.8271606,0,2.72054E-05
345,121.1527977,30.82706803,0,2.72054E-05
346,121.1632473,30.82697462,0,2.72054E-05
347,121.1736969,30.82688037,3,2.72054E-05
348,121.1841464,30.82678527,3,2.72054E-05
349,121.1945958,30.82668933,0,2.72054E-05
350,121.2050452,30.82659254,0,2.72054E-05
351,121.2154946,30.82649492,0,2.72054E-05
352,121.2259439,30.82639645,2,2.72054E-05
353,121.2363931,30.82629714,3,2.74731E-05
354,121.2468423,30.82619699,3,2.85391E-05
355,121.2572915,30.82609599,0,3.66938E-05
356,121.2677406,30.82599415,0,0.00003685
357,121.2781896,30.82589147,0,0.00003685
358,121.2886386,30.82578795,0,0.00003685
359,121.2990875,30.82568359,0,0.00003685
360,121.3095364,30.82557838,0,4.07001E-05
361,121.3199852,30.82547233,2,4.43967E-05
362,121.330434,30.82536544,2,4.58625E-05
363,121.3408827,30.8252577,2,4.58625E-05
364,121.3513313,30.82514913,0,4.56022E-05
365,121.3617799,30.82503971,3,4.43378E-05
366,121.3722285,30.82492945,0,0.000039444
367,121.3826769,30.82481834,3,3.66998E-05
368,121.3931254,30.8247064,3,3.64569E-05
369,121.4035737,30.82459361,0,3.59033E-05
370,121.414022,30.82448,0,3.30296E-05
371,121.4244703,30.82436551,2,3.22793E-05
372,121.4349185,30.82425019,0,0.000032008
373,121.4453666,30.82413404,0,0.000032008
374,121.4558146,30.82401704,2,0.000032008
375,121.4662626,30.8238992,3,0.000032008
376,121.4767106,30.82378051,0,3.69812E-05
377,121.4871584,30.82366099,0,3.81733E-05
378,121.4976063,30.82354062,0,5.44289E-05
379,121.508054,30.82341941,3,5.51465E-05
380,121.5185017,30.82329736,3,0
381,121.5286913,30.82412459,3,0
382,121.5392199,30.82467959,3,0
383,121.5497192,30.8250129,0,0
384,121.5597389,30.82571888,0,0
385,121.567124,30.82632667,0,0
386,120.9876805,30.83667047,0,0
387,120.9961413,30.83738644,0,3.77027E-05
388,121.0065926,30.83730563,0,3.72005E-05
389,121.0170438,30.83722399,0,3.79218E-05
390,121.0274949,30.8371415,0,3.79218E-05
391,121.0376138,30.83733991,0,0
392,121.0453636,30.83986526,0,0
393,121.1157402,30.84039727,0,0
394,121.1227953,30.83747202,0,3.86487E-05
395,121.1320042,30.83627026,0,2.72054E-05
396,121.1424549,30.8361785,0,2.72054E-05
397,121.1529055,30.83608589,0,2.72054E-05
398,121.1633561,30.83599245,0,2.72054E-05
399,121.1738066,30.83589816,3,2.72054E-05
400,121.1842571,30.83580303,3,2.72054E-05
401,121.1947075,30.83570705,0,2.72054E-05
402,121.2051579,30.83561024,0,2.72054E-05
403,121.2156082,30.83551257,2,2.72054E-05
404,121.2260585,30.83541407,3,2.72054E-05
405,121.2365087,30.83531473,3,2.72054E-05
406,121.2469589,30.83521454,0,2.72054E-05
407,121.257409,30.83511351,0,2.92028E-05
408,121.2678591,30.83501163,0,0.000033234
409,121.2783091,30.83490892,0,0.00003685
410,121.2887591,30.83480536,3,0.00003685
411,121.299209,30.83470095,0,3.74647E-05
412,121.3096588,30.83459571,2,4.48054E-05
413,121.3201086,30.83448962,0,4.58625E-05
414,121.3305584,30.83438269,0,4.58625E-05
415,121.341008,30.83427492,2,4.58625E-05
416,121.3514577,30.8341663,0,4.58625E-05
417,121.3619072,30.83405685,0,4.58625E-05
418,121.3723567,30.83394656,0,4.05821E-05
419,121.3828062,30.8338354,0,0.000032008
420,121.3932556,30.83372343,0,0.000032008
421,121.4037049,30.83361059,2,0.000032008
422,121.4141542,30.83349692,0,0.000032008
423,121.4246034,30.83338241,2,0.000032008
424,121.4350526,30.83326705,0,0.000032008
425,121.4455017,30.83315085,0,0.000032008
426,121.4559507,30.83303381,0,0.000032008
427,121.4663997,30.83291593,1,3.22074E-05
428,121.4768486,30.8327972,3,3.81804E-05
429,121.4872975,30.83267764,2,4.19326E-05
430,121.4977463,30.83255723,2,5.32166E-05
431,121.508195,30.83243597,2,5.51465E-05
432,121.5186436,30.83231388,1,5.51465E-05
433,121.5290922,30.83219094,3,5.51465E-05
434,121.5395408,30.83206716,0,1.29884E-05
435,121.5499892,30.83194254,0,1.29884E-05
436,121.5604377,30.83181708,3,1.29884E-05
437,121.5703975,30.83248202,0,0
438,121.5808667,30.8336918,0,0
439,121.5911293,30.8346302,0,0
440,121.5992442,30.83538228,0,0
441,120.9901674,30.84293672,0,0
442,120.9969586,30.84574376,0,3.75965E-05
443,121.0066867,30.84632392,0,3.79218E-05
444,121.0171389,30.84624224,0,3.79218E-05
445,121.0275911,30.84615972,0,3.79218E-05
446,121.0380432,30.84607636,0,3.79218E-05
447,121.0483811,30.84610405,0,3.81637E-05
448,121.0580719,30.84774772,0,0
449,121.0667889,30.84964367,0,0
450,121.1038055,30.84900135,0,0
451,121.1121795,30.84648248,0,4.01117E-05
452,121.1216584,30.84537912,0,2.72054E-05
453,121.1321101,30.84528817,0,2.72054E-05
454,121.1425618,30.84519638,0,2.72054E-05
455,121.1530134,30.84510374,0,2.72054E-05
456,121.1634649,30.84501026,0,2.72054E-05
457,121.1739164,30.84491594,0,2.72054E-05
458,121.1843679,30.84482077,0,2.72054E-05
459,121.1948193,30.84472477,0,2.72054E-05
460,121.2052706,30.84462791,3,2.72054E-05
461,121.2157219,30.84453022,0,2.72054E-05
462,121.2261732,30.84443168,2,2.72054E-05
463,121.2366244,30.8443323,0,2.72054E-05
464,121.2470755,30.84423208,2,2.72054E-05
465,121.2575266,30.84413101,0,2.72054E-05
466,121.2679777,30.8440291,0,0.000031287
467,121.2784287,30.84392634,0,0.00003685
468,121.2888796,30.84382275,0,0.00003685
469,121.2993305,30.84371831,3,4.46345E-05
470,121.3097813,30.84361303,0,4.58625E-05
471,121.3202321,30.8435069,0,4.58625E-05
472,121.3306828,30.84339993,3,4.58625E-05
473,121.3411334,30.84329212,2,4.58625E-05
474,121.351584,30.84318347,0,4.58625E-05
475,121.3620346,30.84307397,0,4.58625E-05
476,121.3724851,30.84296366,0,4.05821E-05
477,121.3829355,30.84285245,0,0.000032008
478,121.3933859,30.84274042,3,0.000032008
479,121.4038362,30.84262756,0,0.000032008
480,121.4142865,30.84251385,3,0.000032008
481,121.4247366,30.84239929,0,0.000032008
482,121.4351868,30.8422839,2,0.000032008
483,121.4456369,30.84216766,2,0.000032008
484,121.4560869,30.84205057,0,0.000032008
485,121.4665368,30.84193265,3,3.33537E-05
486,121.4769867,30.84181388,2,3.82409E-05
487,121.4874365,30.84169427,3,5.44682E-05
488,121.4978863,30.84157382,1,5.51465E-05
489,121.508336,30.84145252,2,5.51465E-05
490,121.5187857,30.84133039,2,5.51465E-05
491,121.5292352,30.84120741,2,1.29884E-05
492,121.5396847,30.84108358,0,1.29884E-05
493,121.5501342,30.84095892,2,1.29884E-05
494,121.5605836,30.84083341,2,1.29884E-05
495,121.5710329,30.84070706,0,1.29884E-05
496,121.5814821,30.84057986,0,1.29884E-05
497,121.5919313,30.84045183,0,1.29884E-05
498,121.6023491,30.84035844,0,1.29884E-05
499,121.6127132,30.84066136,0,0
500,121.622986,30.84140225,0,0
501,121.6335296,30.84210711,0,0
502,121.6439119,30.84251754,0,0
503,121.6526781,30.84305034,0,0
504,121.0004178,30.85208763,0,0
505,121.0073235,30.85496624,0,3.79218E-05
506,121.0172341,30.85526048,0,3.79218E-05
507,121.0276872,30.85517793,0,3.79218E-05
508,121.0381403,30.85509454,0,3.79218E-05
509,121.0485933,30.85501031,0,3.79218E-05
510,121.0590463,30.85492523,0,3.79218E-05
511,121.0694685,30.85486991,0,4.05637E-05
512,121.0799021,30.85529889,2,4.12634E-05
513,121.0905171,30.85517928,0,4.02999E-05
514,121.1008877,30.854607,0,0.000038629
515,121.1113106,30.85448719,0,3.66897E-05
516,121.1217633,30.85439705,0,3.70589E-05
517,121.132216,30.85430607,0,2.88747E-05
518,121.1426687,30.85421425,0,2.72054E-05
519,121.1531212,30.85412158,0,2.72054E-05
520,121.1635738,30.85402806,0,2.72054E-05
521,121.1740262,30.85393371,0,2.72054E-05
522,121.1844787,30.85383851,0,2.72054E-05
523,121.1949311,30.85374247,0,2.72054E-05
524,121.2053834,30.85364558,0,2.72056E-05
525,121.2158357,30.85354785,2,2.72054E-05
526,121.2262879,30.85344928,2,2.72054E-05
527,121.2367401,30.85334986,0,2.72054E-05
528,121.2471922,30.8532496,0,2.72054E-05
529,121.2576443,30.8531485,0,2.72054E-05
530,121.2680963,30.85304655,0,3.17772E-05
531,121.2785483,30.85294376,0,4.40891E-05
532,121.2890002,30.85284013,0,4.49529E-05
533,121.299452,30.85273565,3,4.57823E-05
534,121.3099038,30.85263033,0,4.58625E-05
535,121.3203556,30.85252417,0,4.58625E-05
536,121.3308073,30.85241716,3,4.58625E-05
537,121.3412589,30.85230931,3,4.58625E-05
538,121.3517105,30.85220062,0,4.58625E-05
539,121.362162,30.85209108,0,4.58625E-05
540,121.3726135,30.85198073,0,4.15313E-05
541,121.3830649,30.85186949,0,0.000032008
542,121.3935162,30.85175742,0,0.000032008
543,121.4039675,30.85164451,0,0.000032008
544,121.4144188,30.85153076,0,0.000032008
545,121.4248699,30.85141616,3,0.000032008
546,121.435321,30.85130073,0,0.000032008
547,121.4457721,30.85118445,0,0.000032008
548,121.4562231,30.85106732,0,0.000032008
549,121.466674,30.85094936,3,3.46226E-05
550,121.4771249,30.85083055,0,3.81733E-05
551,121.4875757,30.85071089,2,5.21887E-05
552,121.4980264,30.8505904,0,5.51465E-05
553,121.5084771,30.85046906,1,5.51465E-05
554,121.5189277,30.85034688,0,2.54064E-05
555,121.5293783,30.85022385,3,1.29884E-05
556,121.5398288,30.85009999,2,1.29884E-05
557,121.5502792,30.84997528,0,1.29884E-05
558,121.5607295,30.84984972,0,1.29884E-05
559,121.5711798,30.84972333,0,1.29884E-05
560,121.5816301,30.84959609,0,1.29884E-05
561,121.5920802,30.84946801,0,1.29884E-05
562,121.6025303,30.84933908,0,1.29884E-05
563,121.6129803,30.84920932,0,1.29884E-05
564,121.6234303,30.84907871,0,1.29884E-05
565,121.6338802,30.84894726,0,1.29884E-05
566,121.64433,30.84881496,0,1.29884E-05
567,121.6546625,30.8487916,0,1.29884E-05
568,121.6652834,30.84922429,0,1.29884E-05
569,121.6755294,30.84944766,0,0
570,121.6860763,30.84983504,0,0
571,121.6964323,30.85004146,0,0
572,121.7067154,30.85083857,0,0
573,121.7173353,30.85108455,0,0
574,121.727657,30.85102719,0,0
575,121.7384312,30.85063584,0,0
576,121.7488005,30.85058437,0,0
577,121.757963,30.85087587,0,0
578,121.7668078,30.85113238,0,0
579,121.8426463,30.84672984,0,0
580,121.8538732,30.84999,0,0
581,121.8643964,30.8495301,0,0
582,121.8740319,30.84920329,0,0
583,121.8846906,30.84885262,0,0
584,121.891254,30.8494786,0,0
585,121.0097521,30.86363689,0,0
586,121.0173293,30.86427871,0,3.79218E-05
587,121.0277834,30.86419613,0,3.79218E-05
588,121.0382375,30.86411271,0,3.79218E-05
589,121.0486915,30.86402845,0,3.79218E-05
590,121.0591454,30.86394334,0,3.79218E-05
591,121.0695994,30.86385739,3,3.79218E-05
592,121.0800533,30.86377059,3,3.79218E-05
593,121.0905071,30.86368295,2,3.79218E-05
594,121.1009609,30.86359447,3,3.79218E-05
595,121.1114146,30.86350514,0,4.18122E-05
596,121.1218683,30.86341497,0,8.70308E-05
597,121.132322,30.86332396,0,4.84273E-05
598,121.1427756,30.8632321,0,4.39087E-05
599,121.1532292,30.8631394,0,4.95766E-05
600,121.1636827,30.86304585,0,4.24936E-05
601,121.1741361,30.86295146,3,2.72054E-05
602,121.1845895,30.86285623,0,4.47753E-05
603,121.1950429,30.86276015,0,7.79703E-05
604,121.2054962,30.86266323,0,0.000037321
605,121.2159495,30.86256547,0,2.90775E-05
606,121.2264027,30.86246686,0,3.00928E-05
607,121.2368558,30.86236741,0,3.27635E-05
608,121.2473089,30.86226711,0,3.54371E-05
609,121.257762,30.86216597,0,3.72214E-05
610,121.268215,30.86206399,0,3.17772E-05
611,121.2786679,30.86196116,0,4.40891E-05
612,121.2891208,30.86185749,0,4.49529E-05
613,121.2995736,30.86175298,0,4.57823E-05
614,121.3100264,30.86164762,3,4.58625E-05
615,121.3204791,30.86154142,0,4.58625E-05
616,121.3309318,30.86143438,3,4.58625E-05
617,121.3413844,30.86132649,0,4.58625E-05
618,121.351837,30.86121776,0,4.58625E-05
619,121.3622895,30.86110818,0,4.58625E-05
620,121.3727419,30.86099777,0,0.000042481
621,121.3831943,30.86088654,0,0.000032008
622,121.3936466,30.8607744,0,0.000032008
623,121.4040989,30.86066145,0,0.000032008
624,121.4145511,30.86054766,0,0.000032008
625,121.4250033,30.86043302,0,0.000032008
